"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q8","Q9_First.Click","Q9_Last.Click","Q9_Page.Submit","Q9_Click.Count","Q13","Q10_First.Click","Q10_Last.Click","Q10_Page.Submit","Q10_Click.Count","Q11_First.Click","Q11_Last.Click","Q11_Page.Submit","Q11_Click.Count","Q12_First.Click","Q12_Last.Click","Q12_Page.Submit","Q12_Click.Count","id","Q2_1","Q2_2","Q2_3","Q2_4","Q2_5","Q2_6","Q2_7","Q2_8","Q2_9","Q2_10","Q2_11","Q2_12","Q2_13","Q2_14","Q2_15","Q2_16","Q2_17","Q2_18","Q2_19","Q2_20","Q2_21","Q4_1","Q4_2","Q4_3","Q4_4","Q4_5","Q4_6","Q4_7","Q4_8","Q4_9","Q4_10","Q4_11","Q4_12","Q4_13","Q4_14","Q4_15","Q4_16","Q4_17","Q4_18","Q4_19","Q4_20","Q5_1","Q5_2","Q5_3","Q5_4","Q5_5","Q5_6","Q5_7","Q5_8","Q5_9","Q5_10","Q5_11","Q5_12","Q5_13","Q5_14","Q5_15","Q5_16","Q5_17","Q5_18","Q5_19","Q5_20","totalbad"
"398","5/2/18 14:39","5/2/18 14:48",0,"146.7.4.88",100,553,1,"5/2/18 14:48","R_2QKZuDgFx7iTzMd",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,50.597,50.597,52.683,1,"18",146.35,227.564,229.706,29,3.11,94.395,95.581,26,82.947,167.733,170.013,20,54887,5,3,3,3,4,4,4,5,5,1,3,2,2,3,4,4,2,1,5,4,1,5,4,3,4,4,5,1,3,3,3,4,2,3,4,4,2,1,1,2,4,3,1,3,3,1,4,4,3,4,4,5,1,4,5,4,3,3,3,3,2,4
"399","5/2/18 14:59","5/2/18 15:06",0,"146.7.4.89",100,421,1,"5/2/18 15:06","R_41w9eD5mzl56yiZ",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,12.898,12.898,20.784,1,"19",18.711,121.558,127.479,25,5.894,148.583,150.421,31,2.954,116.279,119.403,27,54758,4,4,4,5,4,4,4,4,4,3,5,5,2,3,5,5,5,5,4,4,1,4,4,4,4,4,4,2,2,4,3,2,4,4,5,3,3,5,1,5,4,5,5,4,3,5,4,4,3,5,5,2,2,4,3,4,3,3,3,4,5,3
"400","5/2/18 15:01","5/2/18 15:10",0,"173.20.164.90",100,541,1,"5/2/18 15:10","R_1dNspl58yIz68KR",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,6.175,6.175,10.058,1,"19",4.772,137.346,138.916,22,11.551,201.698,202.794,24,14.659,185.93,187.699,21,55911,3,4,4,4,3,4,3,3,3,3,4,4,1,3,5,5,5,5,2,4,1,5,4,4,4,4,5,1,3,5,3,1,4,5,5,5,3,5,3,4,4,5,5,5,4,2,3,5,4,4,4,3,3,4,5,4,3,4,4,3,3,4
"402","5/2/18 15:53","5/2/18 15:56",0,"146.7.112.72",100,232,1,"5/2/18 15:56","R_3JydivAF4unTIU3",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.358,3.358,5.278,1,"19",8.912,78.55,79.628,24,6.419,84.239,87.004,23,6.572,64.395,66.58,26,55195,3,3,3,4,4,4,4,4,4,2,3,4,4,3,3,3,4,4,3,4,1,4,3,3,4,3,4,2,3,4,3,4,4,3,4,4,3,4,2,5,4,4,4,5,4,4,4,4,3,4,4,2,4,4,4,3,3,4,4,3,5,5
"404","5/2/18 16:47","5/2/18 16:53",0,"146.7.4.90",100,367,1,"5/2/18 16:53","R_3kcfHb1Z8RQ1kz2",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,51.819,51.819,54.212,1,"19",6.696,117.02,119.364,25,6.624,91.028,94.129,23,10.079,96.033,99.198,24,54486,3,2,4,4,5,3,3,4,4,3,1,5,1,1,3,2,3,2,3,3,1,4,3,4,1,1,5,2,1,3,3,1,4,1,4,4,1,1,1,5,4,4,5,5,3,3,1,1,2,2,3,4,1,1,3,3,3,3,3,2,2,5
"405","5/2/18 18:23","5/2/18 18:28",0,"146.7.4.88",100,258,1,"5/2/18 18:28","R_2PoEj4XOF1tq7ne",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.9,5.009,7.086,2,"19",4.434,79.675,81.004,28,4.766,76.695,77.774,25,6.885,83.66,85.055,28,54802,4,3,3,4,4,3,4,4,3,3,3,2,2,3,4,4,3,3,3,4,1,4,4,4,4,3,4,2,2,4,3,1,4,3,2,4,3,4,1,2,4,2,3,5,3,4,3,3,3,4,3,1,2,4,4,4,3,4,3,4,4,3
"406","5/2/18 18:32","5/2/18 18:38",0,"199.192.156.6",100,330,1,"5/2/18 18:38","R_1Icodz4XbF9m4r8",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,35.638,48.12,50.508,6,"19",4.024,85.666,89.4,24,5.772,102.08,105.662,22,6.614,96.4,97.632,23,55311,4,3,3,3,4,3,4,4,4,2,4,4,2,3,2,2,4,4,4,4,1,4,3,3,3,3,4,3,1,4,2,2,4,4,4,2,3,3,1,5,4,3,4,2,4,2,3,3,3,3,4,4,2,2,3,4,3,3,3,2,2,2
"407","5/2/18 18:51","5/2/18 18:56",0,"104.49.45.241",100,282,1,"5/2/18 18:56","R_BKUmDtNlaa6Ebm1",NA,NA,NA,NA,37.21899414,-93.31759644,"anonymous","EN",1,3.604,3.604,9.694,1,"19",11.551,94.349,97.243,23,5.535,85.075,87.307,21,2.882,78.66,81.399,21,54707,3,3,5,5,5,3,5,5,4,4,4,4,2,3,5,4,4,4,4,4,1,4,4,4,3,3,3,3,3,4,3,2,4,4,4,4,3,4,1,4,4,4,4,4,4,2,3,3,3,4,4,3,4,3,3,4,3,4,4,4,3,2
"408","5/2/18 18:53","5/2/18 18:58",0,"146.7.4.90",100,291,1,"5/2/18 18:58","R_1P7Q1j7ltal9gJt",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,6.566,30.848,32.734,3,"19",4.133,80.869,82.347,25,8.119,80.683,82.366,22,5.337,89.763,91.033,23,55167,4,3,4,3,5,4,4,4,4,2,4,4,1,2,4,4,4,3,4,4,1,4,4,4,3,3,4,2,1,4,3,4,4,4,4,4,2,4,1,4,4,4,4,4,4,2,2,3,3,4,4,4,2,3,5,4,3,4,3,3,2,3
"409","5/2/18 18:49","5/2/18 18:59",0,"146.7.4.92",100,637,1,"5/2/18 18:59","R_2WAK29FHd5cDmjg",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,4.105,4.105,8.948,1,"19",5.658,311.209,313.628,27,4.938,141.97,145.162,24,10.692,170.366,171.967,22,55895,3,4,3,3,4,3,5,3,3,3,3,5,5,4,4,4,4,5,4,4,1,3,4,5,3,3,4,2,3,3,3,1,4,3,5,3,3,1,1,5,4,5,5,3,4,3,3,3,4,4,5,3,1,3,3,3,3,3,4,5,2,3
"410","5/2/18 19:09","5/2/18 19:16",0,"146.7.106.62",100,405,1,"5/2/18 19:16","R_2OSXW6jpec69Qzj",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.698,2.698,4.965,1,"18",15.864,94.11,95.84,21,87.067,158.481,158.818,22,60.798,139.377,140.492,20,55393,5,5,5,5,5,5,5,4,5,4,5,5,1,5,5,4,5,5,5,5,1,4,4,4,5,5,5,3,4,4,4,1,3,3,3,4,5,5,1,5,4,5,5,5,5,4,4,5,5,5,5,3,2,5,3,5,3,5,5,5,5,3
"411","5/2/18 20:01","5/2/18 20:07",0,"173.27.69.23",100,402,1,"5/2/18 20:07","R_2CwXafZvBZOKiph",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,1.494,8.555,14.74,2,"19",2.4,96.103,97.848,23,6.949,152.53,154.782,27,3.468,119.167,123.711,23,55225,2,3,5,5,4,2,4,3,3,1,5,5,1,3,5,4,5,4,5,5,1,3,3,4,1,4,4,1,1,3,3,1,4,5,5,5,2,3,1,5,4,5,5,2,4,2,3,4,3,4,5,4,1,3,4,3,3,4,3,5,3,5
"412","5/2/18 20:19","5/2/18 20:31",0,"146.7.106.14",100,670,1,"5/2/18 20:31","R_2QlJVGB1kEddw6x",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,68.651,68.651,70.471,1,"19",4.22,156.667,159.565,26,13.802,136.919,140.377,24,8.965,184.243,186.776,20,55377,4,2,4,4,4,4,4,3,4,3,4,3,3,2,2,4,3,2,3,4,2,4,4,4,2,2,2,1,2,3,2,1,4,2,2,5,2,2,1,4,4,3,4,3,2,1,4,3,4,4,4,5,1,4,3,3,3,3,3,4,3,4
"413","5/2/18 20:34","5/2/18 20:59",0,"146.7.4.87",100,1460,1,"5/2/18 20:59","R_2VfKjPEgBvq2uYt",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,70.324,70.324,75.724,1,"19",438.812,580.772,582.237,22,21.747,509.461,511.577,24,46.635,321.897,323.76,21,54654,4,3,4,4,4,4,4,4,4,2,4,5,1,3,4,4,5,4,5,4,1,5,4,4,3,4,5,2,3,4,3,4,4,4,4,5,3,4,3,5,4,5,5,4,4,3,3,4,4,5,5,3,4,5,4,4,3,5,4,4,3,2
"414","5/2/18 20:56","5/2/18 21:04",0,"173.27.100.20",100,512,1,"5/2/18 21:04","R_pEQcybmJU6Cohfr",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,86.089,98.6,99.972,5,"19",5.324,103.699,105.109,21,9.206,143.179,145.095,23,9.264,163.378,166.905,20,54481,4,4,5,4,4,4,4,4,4,4,4,4,1,4,4,5,5,2,4,4,1,5,5,4,4,4,5,1,3,5,2,1,2,3,4,5,4,3,3,5,4,5,4,2,4,2,5,5,4,5,4,4,1,5,5,5,3,4,5,4,5,4
"415","5/2/18 21:03","5/2/18 21:13",0,"97.64.167.30",100,646,1,"5/2/18 21:13","R_1jOP9ZC54bYs4yB",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,14.721,19.316,26.478,2,"18",4.729,116.711,119.346,21,6.82,211.602,213.466,21,11.993,268.555,270.331,20,56195,4,4,2,4,4,4,4,4,4,2,4,4,1,2,4,4,5,4,5,4,1,4,4,4,2,2,5,3,3,4,2,2,4,2,4,4,2,1,1,5,4,5,5,1,4,1,1,1,3,4,5,5,1,2,1,4,3,4,3,2,1,4
"416","5/2/18 21:08","5/2/18 21:14",0,"50.82.55.203",100,309,1,"5/2/18 21:14","R_3iOqvcrpEo4Ea8Y",NA,NA,NA,NA,37.21899414,-93.31759644,"anonymous","EN",1,6.044,6.044,7.904,1,"21",11.058,89.743,92.369,21,10.767,119.377,120.594,23,3.079,86.224,88.172,24,56194,2,2,4,5,4,3,4,4,4,2,1,5,1,1,4,4,4,4,5,4,1,4,4,4,3,2,4,1,1,3,2,2,4,4,5,5,3,1,1,5,4,5,5,5,4,2,2,2,2,3,4,2,1,3,4,3,3,4,4,4,4,4
"417","5/2/18 21:22","5/2/18 21:26",0,"108.237.105.244",100,249,1,"5/2/18 21:26","R_1dfNdKtgLpQ0hAp",NA,NA,NA,NA,38.85940552,-90.47579956,"anonymous","EN",1,5.19,5.19,7.985,1,"20",5.8,77.328,82.138,21,6.045,74.959,77.904,22,4.644,79.36,81.102,21,56164,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,1,4,4,4,3,4,4,3,4,4,4,3,3,4,3,4,3,4,3,4,4,4,3,4,4,3,3,3,4,4,3,5,2,4,4,4,3,4,4,3,1,1
"418","5/2/18 21:59","5/2/18 22:03",0,"146.7.4.82",100,257,1,"5/2/18 22:03","R_r7tsIsb85ExIJvX",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.064,3.486,7.826,2,"19",4.067,83.332,85.027,30,4.499,75.675,80.123,29,4.852,78.682,81.056,26,55866,4,3,4,4,4,4,5,5,5,4,4,5,1,3,2,4,5,4,5,5,1,5,3,4,3,2,4,1,1,4,3,1,5,5,5,4,2,3,3,5,4,5,5,4,4,5,4,4,3,4,5,2,5,4,2,4,3,5,4,5,5,5
"419","5/2/18 22:12","5/2/18 22:21",0,"146.7.4.84",100,509,1,"5/2/18 22:21","R_ykhSGNbTXCx4CKR",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,4.12,4.12,6.9,1,"19",6.944,100.392,103.08,23,5.316,322.654,323.816,24,13.21,106.364,108.318,23,55794,4,2,5,4,2,2,4,5,4,2,5,5,1,4,5,4,5,4,4,5,1,4,3,4,4,4,4,1,4,4,3,3,2,5,5,4,2,5,2,5,4,5,4,5,5,2,3,4,3,2,4,5,2,3,5,4,3,3,3,5,5,5
"420","5/2/18 23:24","5/2/18 23:32",0,"173.19.7.185",100,478,1,"5/2/18 23:32","R_3nCuM4heJiAfOjd",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,3.996,3.996,13.868,1,"19",4.08,150.61,151.968,23,4.782,205.64,207.956,22,3.678,128.498,130.676,21,55797,5,5,4,5,5,5,5,5,4,5,2,3,3,2,5,5,3,1,5,5,1,5,5,5,4,5,5,1,5,5,2,1,5,1,2,5,1,3,1,3,4,1,1,3,3,1,1,4,4,5,3,4,1,5,1,5,3,3,5,2,5,4
"422","5/3/18 2:15","5/3/18 2:25",0,"107.77.208.84",100,596,1,"5/3/18 2:25","R_1rw4e3Hx8SLatTO",NA,NA,NA,NA,41.84829712,-87.65170288,"anonymous","EN",1,1.409,36.709,38.419,16,"19",1.521,159.632,160.886,65,1.178,183.804,185.103,62,1.733,196.967,199.41,64,55360,3,4,4,5,5,4,4,4,5,4,3,4,1,3,4,4,3,4,5,5,1,4,2,4,4,4,5,1,3,4,2,1,5,4,1,4,3,3,3,4,4,3,4,4,3,4,3,5,5,4,4,1,1,4,2,4,3,5,4,4,4,3
"423","5/3/18 3:33","5/3/18 3:41",0,"146.7.4.86",100,432,1,"5/3/18 3:41","R_2B8m26VTGKvu04E",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.308,6.455,9.426,3,"18",4.588,126.815,130.257,73,4.282,122.726,127.047,85,10.084,155.713,158.393,76,54850,3,2,3,1,3,1,4,4,4,1,3,3,4,1,2,3,4,3,3,3,1,4,3,2,2,1,4,1,1,2,1,5,1,1,4,4,1,1,2,2,4,2,2,1,3,2,4,1,1,4,4,5,4,4,2,4,3,1,5,1,1,5
"424","5/3/18 11:11","5/3/18 11:16",0,"146.7.112.5",100,306,1,"5/3/18 11:16","R_2ASBCKjwsc7k7xM",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.836,15.973,19.226,3,"20",5.115,91.212,92.673,25,6.507,100.733,102.218,23,5.588,84.318,85.505,21,55343,3,3,5,4,4,3,4,4,5,2,4,4,4,3,5,5,5,4,5,4,1,4,4,3,3,4,4,1,1,2,2,1,2,4,4,3,2,3,1,5,4,4,4,3,4,3,2,4,3,5,5,2,1,3,4,4,3,4,4,4,4,4
"425","5/3/18 13:50","5/3/18 13:56",0,"173.27.100.20",100,340,1,"5/3/18 13:56","R_d0w8bSOEJyKVAUF",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,3.265,3.265,5.058,1,"19",9.185,116.058,120.057,25,4.327,101.426,105.855,20,5.093,95.157,104.922,20,54477,3,3,4,4,4,4,3,4,4,3,4,4,2,3,4,3,4,5,4,4,1,3,3,4,2,4,5,1,2,4,4,1,4,5,4,5,3,3,1,5,4,4,5,3,4,5,4,3,3,4,5,2,1,4,1,4,3,4,4,4,4,4
"426","5/3/18 14:08","5/3/18 14:18",0,"146.7.4.76",100,592,1,"5/3/18 14:18","R_RxngPTuMX59LW9j",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,11.95,18.098,19.84,2,"19",64.762,190.926,193.286,24,8.696,127.04,129.47,21,11.274,278.43,281,22,55327,4,3,3,4,4,3,4,4,4,2,4,4,3,3,2,3,4,3,4,4,5,4,4,4,3,3,4,2,3,4,4,5,4,5,4,5,2,3,1,4,4,3,3,2,3,1,3,3,3,4,4,5,2,3,3,4,3,4,5,4,1,4
"427","5/3/18 14:13","5/3/18 14:19",0,"146.7.4.84",100,405,1,"5/3/18 14:19","R_1dbi7JCx0Wgb7uo",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,1.381,13.411,14.041,7,"19",3.94,99.571,101.17,27,2.027,127.775,129.555,24,4.461,149.566,150.874,24,55277,3,3,4,2,4,4,3,4,4,2,3,4,3,3,4,4,4,4,5,5,1,4,3,3,2,2,5,1,2,2,2,2,4,4,4,4,4,2,2,5,4,4,4,3,4,2,2,4,3,3,5,1,3,3,4,4,3,4,3,3,2,3
"428","5/3/18 14:17","5/3/18 14:33",0,"146.7.4.89",100,989,1,"5/3/18 14:33","R_1gBbN37Uu4AA6UJ",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,10.409,10.918,14.196,2,"19",5.443,470.271,470.997,29,4.149,331.548,332.929,39,3.84,186.188,187.941,37,55193,4,4,5,4,4,4,4,4,4,2,4,4,4,3,5,5,4,4,4,4,1,4,4,4,4,4,4,2,2,4,4,2,4,4,3,4,3,4,2,4,4,4,4,4,4,3,3,4,3,4,4,4,2,3,3,4,3,4,3,4,4,1
"430","5/3/18 15:20","5/3/18 15:23",0,"146.7.4.83",100,219,1,"5/3/18 15:23","R_2wFw2K4WF6ROoMg",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.083,2.083,7.532,1,"18",6.355,26.985,29.623,20,8.511,89.242,91.321,25,3.209,84.631,85.979,20,55379,2,4,2,3,2,3,4,3,2,4,4,2,3,4,3,3,2,4,2,4,1,4,4,3,3,2,4,1,2,4,2,4,4,4,4,4,2,2,1,5,4,5,4,5,4,4,4,2,3,4,5,4,1,3,3,4,3,4,2,4,1,5
"431","5/3/18 15:55","5/3/18 16:00",0,"50.82.73.41",100,266,1,"5/3/18 16:00","R_AvTrUOVBVrmPMyZ",NA,NA,NA,NA,37.21899414,-93.31759644,"anonymous","EN",1,8.215,8.215,9.996,1,"20",6.898,78.825,80.633,21,8.532,94.469,96.041,21,5.474,71.181,73.504,20,55368,2,4,4,4,4,2,4,4,4,2,3,1,1,3,4,4,2,3,3,4,1,3,4,4,3,3,5,2,1,2,2,2,4,2,3,4,2,2,1,1,4,2,2,1,3,2,3,2,3,3,1,5,1,2,2,3,3,2,3,2,1,4
"432","5/3/18 16:07","5/3/18 16:13",0,"173.24.246.239",100,397,1,"5/3/18 16:13","R_3h57b009N6fk0j2",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,26.024,26.024,28.694,1,"20",9.75,94.046,95.884,22,8.41,109.6,111.028,23,42.414,150.234,152.146,22,54829,5,5,5,5,5,5,5,5,5,3,5,5,2,4,5,4,5,5,5,4,1,4,4,5,3,4,5,2,1,5,3,1,5,5,5,5,3,5,1,5,4,5,5,5,5,3,4,4,4,5,5,3,1,4,4,5,3,5,3,5,4,4
"434","5/3/18 18:47","5/3/18 18:54",0,"146.7.4.82",100,460,1,"5/3/18 18:54","R_sNJ2ImYtUDkdVRL",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.503,3.503,7.167,1,"19",6.547,99.971,101.018,24,7.927,237.54,239.487,21,3.234,112.147,114.881,22,54789,4,5,5,5,4,4,4,4,4,3,4,4,3,4,5,5,4,4,4,4,1,4,3,4,4,4,5,1,2,4,3,1,4,3,4,4,2,4,1,4,4,4,4,4,4,2,3,4,3,4,3,4,3,4,4,4,3,4,3,3,3,2
"435","5/3/18 22:48","5/3/18 22:57",0,"68.180.78.26",100,577,1,"5/3/18 22:57","R_2XhCgp2v2MzhufX",NA,NA,NA,NA,37.20610046,-93.30319977,"anonymous","EN",1,4.805,9.17,11.042,2,"20",3.303,291.371,292.548,25,6.102,158.653,160.487,23,8.49,121.521,122.451,26,54517,2,2,2,4,5,3,4,5,4,2,1,1,1,2,4,4,4,1,4,4,1,3,4,4,3,3,2,1,1,2,1,1,4,1,4,4,1,1,1,2,4,1,4,4,4,3,4,3,3,4,4,2,1,3,3,4,3,4,4,4,3,4
"436","5/4/18 10:04","5/4/18 10:12",0,"146.7.4.84",100,474,1,"5/4/18 10:12","R_RakYvBlHqYKD54J",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,6.006,6.006,26.854,1,"19",6.126,137.819,140.192,21,8.986,158.431,161.268,23,9.607,154.998,157.94,21,55771,4,2,2,2,5,2,5,4,3,2,5,5,2,2,3,3,5,5,5,4,1,4,4,4,3,3,4,2,2,4,2,2,4,4,5,4,2,2,2,5,4,5,5,5,4,1,3,3,3,4,5,4,1,3,3,4,3,3,3,3,2,4
"438","5/4/18 10:24","5/4/18 10:33",0,"146.7.4.88",100,519,1,"5/4/18 10:33","R_1OV4Y3CXH7Hc79A",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,8.375,15.918,20.666,2,"19",3.971,144.977,146.998,22,6.055,211.976,213.375,22,15.46,145.448,147.006,23,55909,3,4,4,4,5,4,4,4,4,2,4,3,1,2,2,4,3,4,5,2,1,4,4,4,2,2,4,1,1,4,2,1,4,5,4,5,1,4,2,3,4,4,4,1,4,1,2,4,4,4,4,1,2,5,5,4,3,4,5,4,1,3
"439","5/4/18 11:14","5/4/18 11:19",0,"173.25.105.234",100,328,1,"5/4/18 11:19","R_1GZmfjVbUejZnkA",NA,NA,NA,NA,37.20610046,-93.30319977,"anonymous","EN",1,7.091,7.091,11.683,1,"20",10.042,100.374,102.244,22,7.043,103.103,105.158,20,3.637,94.501,96.65,23,54720,3,3,4,5,4,4,4,4,4,3,2,2,1,2,5,4,2,2,5,4,1,5,4,5,4,5,5,2,2,4,3,1,4,3,2,4,2,2,1,2,4,2,2,3,4,4,2,4,4,4,2,4,1,4,4,4,3,2,3,4,3,3
"441","5/4/18 14:28","5/4/18 14:32",0,"146.7.120.164",100,199,1,"5/4/18 14:32","R_vNBmDwsUcHiMwUh",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,7.715,7.715,16.847,1,"18",14.349,141.066,142.274,21,3.681,13.566,15.225,21,1.295,16.044,17.509,23,54827,4,3,4,4,4,4,4,4,4,3,3,4,2,3,4,4,5,5,4,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
"442","5/4/18 14:36","5/4/18 14:42",0,"146.7.4.85",100,344,1,"5/4/18 14:42","R_25L0L3mTM9mv34o",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,5.356,5.356,14.191,1,"19",8.306,115.893,116.903,23,6.644,109.4,111.358,21,7.402,94.358,95.946,20,54867,2,5,5,3,5,3,4,5,5,2,3,3,3,4,5,5,3,3,3,5,1,4,3,4,3,3,4,1,4,2,3,1,1,4,3,4,2,1,1,3,4,3,3,5,3,2,3,4,4,4,3,3,1,3,4,4,3,4,4,3,3,5
"443","5/4/18 15:27","5/4/18 15:28",0,"146.7.4.89",100,52,1,"5/4/18 15:28","R_3kIlIDn7gDSXVRH",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.321,2.321,4.235,1,"18",0.612,12.301,14.676,21,0.743,11.064,11.984,20,1.7,13.434,15.196,20,55716,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5
"444","5/4/18 15:59","5/4/18 16:05",0,"146.7.113.22",100,367,1,"5/4/18 16:05","R_1hNlgwOIM3vUMV2",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,15.642,15.642,18.777,1,"21",5.698,113.711,114.584,25,13.363,123.077,124.117,24,4.765,106.708,107.818,24,55673,3,3,4,4,4,4,5,4,4,4,4,4,1,4,5,4,4,3,4,4,1,5,3,5,4,4,5,4,3,5,3,1,5,4,4,5,3,3,1,5,4,4,4,4,3,3,2,4,3,4,3,5,1,3,3,4,3,3,3,4,3,4
"445","5/4/18 16:36","5/4/18 16:40",0,"146.7.119.87",100,266,1,"5/4/18 16:40","R_2WPbprg80vNHMyF",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.905,2.905,9.478,1,"18",3.201,86.88,88.394,21,10.244,88.991,90.953,21,6.14,72.196,73.352,21,55838,5,5,5,4,5,5,3,5,5,5,4,3,4,3,5,5,5,5,5,4,1,5,4,5,1,2,4,4,3,5,4,1,5,5,2,5,5,5,3,5,4,5,5,5,5,5,4,4,4,5,5,2,5,5,5,5,3,3,5,3,5,5
"447","5/4/18 17:21","5/4/18 17:24",0,"146.7.4.88",100,146,1,"5/4/18 17:24","R_5pCHz7aCAHCy11L",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,8.306,11.375,16.188,2,"20",2.164,32.735,35.763,23,17.97,46.901,49.199,21,2.518,32.098,34.36,22,55200,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5
"448","5/4/18 18:40","5/4/18 18:55",0,"146.7.4.89",100,900,1,"5/4/18 18:55","R_24NU1ZYBocOktBY",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,4.722,70.288,72.431,4,"19",12.316,486.163,487.895,35,4.706,173.239,177.392,24,9.893,152.419,155.836,24,54634,2,5,4,5,3,3,3,5,4,2,5,1,4,4,4,5,1,5,2,4,1,3,4,4,4,3,2,2,3,3,2,1,3,4,4,5,1,5,1,1,4,2,3,3,2,2,3,4,3,4,1,5,1,3,4,4,3,4,3,3,5,5
"449","5/5/18 14:31","5/5/18 14:43",0,"146.7.4.86",100,758,1,"5/5/18 14:43","R_3hfoNhIKxjrMt65",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,56.292,56.292,59.021,1,"18",5.995,133.749,135.133,22,4.865,157.201,158.771,22,112.696,414.653,416.351,21,55779,4,4,3,3,4,4,5,4,4,3,4,5,3,4,3,3,5,4,5,4,1,4,4,4,4,3,5,2,3,4,4,1,4,4,4,5,3,4,1,5,4,5,5,5,5,4,4,4,4,4,5,3,1,4,4,4,3,5,5,4,3,3
"450","5/5/18 16:39","5/5/18 16:47",0,"146.7.4.91",100,490,1,"5/5/18 16:47","R_XRJn0uJjaaN5kid",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,4.66,4.66,11.166,1,"18",22.674,167.857,169.685,27,3.757,138.301,139.967,24,10.942,168.815,169.486,28,55702,5,3,3,5,5,5,5,4,3,1,5,5,4,3,4,3,5,5,5,4,1,5,5,5,3,5,5,3,1,5,2,1,5,5,5,5,2,5,1,5,4,5,5,5,5,5,5,5,3,3,4,5,1,5,3,5,3,5,3,5,4,4
